Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentYears,ExistingLoans,Dependents,Education,SelfEmployed,PropertyArea,MaritalStatus,DebtToIncomeRatio,Loan_Approved
59,49722.0,132359.0,84,678.0,8.1,1,2.0,Graduate,No,Urban,Married,0.38,1
22,46937.0,179523.0,12,717.0,7.8,0,2.0,Graduate,Yes,Urban,Married,3.0,0
52,26837.0,198581.0,36,595.0,1.1,2,0.0,Graduate,No,Urban,Married,2.467,0
33,52531.0,214527.0,120,597.0,5.5,0,1.0,Graduate,No,Semiurban,Married,0.408,1
47,70465.0,21083.0,36,773.0,0.5,1,0.0,Not Graduate,No,Urban,Single,0.1,1
37,60822.0,166680.0,84,643.0,3.5,0,1.0,Graduate,No,Urban,Single,0.391,0
51,75859.0,137231.0,360,696.0,0.9,1,1.0,Graduate,No,Urban,Single,0.06,1
54,38972.0,364238.0,24,695.0,2.7,0,1.0,Graduate,No,Rural,Married,3.0,0
44,26883.0,155176.0,24,542.0,8.9,2,3.0,Graduate,Yes,Semiurban,Married,2.886,0
55,49591.0,100188.0,120,582.0,21.8,1,,Not Graduate,No,Semiurban,Single,0.202,1
26,41487.0,158830.0,120,684.0,1.9,2,2.0,Graduate,No,Urban,Married,0.383,0
39,43773.0,149315.0,240,464.0,3.8,0,3.0,Graduate,No,Urban,Single,0.171,0
50,59658.0,20000.0,24,631.0,3.6,0,2.0,Graduate,No,Urban,Single,0.168,1
27,43932.0,182664.0,360,572.0,15.4,2,3.0,Not Graduate,No,Semiurban,Married,0.139,1
30,27498.0,125155.0,24,750.0,3.3,0,1.0,Graduate,,Semiurban,Married,2.276,0
52,42702.0,147865.0,12,681.0,6.0,0,1.0,Graduate,No,Rural,Married,3.0,0
54,62481.0,80115.0,24,757.0,,0,2.0,Not Graduate,No,Rural,Married,0.641,0
48,69773.0,62487.0,180,646.0,2.3,1,0.0,Not Graduate,No,Semiurban,Married,0.06,0
35,69551.0,220311.0,240,640.0,11.6,4,2.0,Graduate,No,Semiurban,Single,0.158,0
50,64338.0,238677.0,84,623.0,12.5,1,4.0,Graduate,No,Urban,Single,0.53,0
57,51302.0,183448.0,120,605.0,13.3,0,2.0,Not Graduate,Yes,Urban,Married,0.358,0
49,63908.0,20000.0,12,892.0,1.6,0,0.0,Graduate,No,Rural,Married,0.313,1
42,54069.0,188645.0,120,723.0,2.6,2,1.0,Graduate,Yes,Urban,Married,0.349,1
24,57488.0,20000.0,240,554.0,10.2,1,3.0,Graduate,Yes,Rural,Married,0.017,1
40,34335.0,97106.0,36,888.0,2.2,0,4.0,Graduate,No,Semiurban,Married,0.943,1
52,55965.0,219245.0,12,614.0,4.6,0,1.0,Not Graduate,Yes,Semiurban,Single,3.0,0
56,63331.0,202608.0,60,679.0,0.6,0,3.0,Graduate,No,Urban,Married,0.64,1
24,62505.0,186557.0,12,735.0,0.3,0,3.0,Not Graduate,No,Semiurban,Married,2.985,1
47,26675.0,255032.0,240,512.0,2.7,4,0.0,Not Graduate,No,Semiurban,Married,0.478,0
37,57118.0,194801.0,84,576.0,4.3,2,3.0,Graduate,No,Urban,Married,0.487,0
32,23234.0,20000.0,12,798.0,2.5,1,0.0,Not Graduate,No,Urban,Married,0.861,0
42,58821.0,120438.0,240,630.0,4.3,1,1.0,Graduate,No,Urban,Married,0.102,1
37,39571.0,146671.0,360,740.0,3.6,1,1.0,Graduate,No,Semiurban,Married,0.124,1
30,92524.0,137301.0,24,609.0,5.8,0,2.0,Not Graduate,No,Urban,Single,0.742,0
21,57623.0,100629.0,360,641.0,5.2,1,2.0,Graduate,No,Semiurban,Single,0.058,1
42,72626.0,67588.0,240,811.0,2.8,0,1.0,Graduate,No,Semiurban,Single,0.047,1
46,101439.0,342060.0,180,689.0,2.8,0,3.0,Graduate,No,Urban,Married,0.225,1
38,37017.0,118900.0,36,619.0,0.8,2,3.0,Not Graduate,No,Semiurban,Married,1.071,0
34,64585.0,338128.0,24,588.0,3.6,1,,Graduate,No,Urban,Married,2.618,0
49,28910.0,58697.0,180,597.0,4.4,0,1.0,Graduate,Yes,Semiurban,Single,0.135,0
32,62588.0,202565.0,84,762.0,3.2,0,0.0,Graduate,No,Urban,Married,0.462,1
56,93846.0,168371.0,120,719.0,2.0,2,1.0,Not Graduate,Yes,Urban,Married,0.179,0
55,41187.0,76244.0,60,547.0,6.4,0,3.0,Graduate,No,Urban,Married,0.37,0
32,35509.0,112595.0,24,658.0,0.4,0,0.0,Graduate,No,Rural,Single,1.585,0
27,52994.0,148790.0,360,644.0,12.3,1,4.0,Graduate,No,Urban,Single,0.094,1
49,100008.0,82471.0,36,678.0,0.1,0,3.0,Graduate,No,Urban,Married,0.275,1
31,71963.0,129509.0,180,596.0,16.4,1,2.0,Graduate,No,Urban,Single,0.12,1
53,35092.0,20000.0,240,749.0,3.1,1,2.0,Graduate,No,Urban,Married,0.028,1
26,87011.0,206921.0,24,650.0,2.7,3,1.0,Graduate,No,Rural,Married,1.189,0
35,18589.0,248172.0,120,684.0,1.5,1,2.0,Graduate,No,Semiurban,Married,1.335,0
52,102004.0,186349.0,240,579.0,0.1,0,1.0,Graduate,No,Rural,Married,0.091,0
31,73842.0,331141.0,180,584.0,1.6,1,3.0,Graduate,,Urban,Married,0.299,1
43,93798.0,204568.0,36,889.0,0.6,1,2.0,Graduate,No,Urban,Single,0.727,1
46,18748.0,241425.0,12,812.0,5.4,0,2.0,Graduate,No,Semiurban,Single,3.0,0
54,58728.0,249069.0,120,644.0,1.9,1,,Graduate,No,Semiurban,Married,0.424,0
54,52054.0,20000.0,240,788.0,7.3,2,0.0,Graduate,No,Urban,Married,0.019,1
49,32846.0,183894.0,120,759.0,1.2,2,0.0,Graduate,No,Semiurban,Married,0.56,1
24,26487.0,39365.0,84,594.0,11.5,2,3.0,Graduate,No,Rural,Married,0.212,0
37,66156.0,55528.0,240,585.0,3.7,0,0.0,Graduate,No,Urban,Single,0.042,0
55,68150.0,69442.0,24,710.0,0.6,1,1.0,Graduate,No,Semiurban,Married,0.509,1
33,83599.0,124983.0,12,673.0,2.6,1,1.0,Not Graduate,No,Urban,Married,1.495,0
59,43925.0,202037.0,12,614.0,1.2,2,0.0,Graduate,No,Rural,Married,3.0,1
35,51885.0,184719.0,60,715.0,1.1,1,0.0,Not Graduate,Yes,Semiurban,Married,0.712,1
49,24586.0,148993.0,120,520.0,3.5,0,3.0,Graduate,No,Urban,Married,0.606,0
49,88897.0,207815.0,360,660.0,5.6,0,2.0,Graduate,No,Semiurban,Single,0.078,1
31,56530.0,212679.0,12,538.0,12.1,2,1.0,Not Graduate,No,Rural,Single,3.0,0
52,70897.0,185410.0,12,541.0,3.5,0,4.0,Graduate,Yes,Semiurban,Married,2.615,0
22,71674.0,20000.0,84,586.0,16.9,2,0.0,Graduate,Yes,Urban,Single,0.04,1
34,87100.0,90853.0,84,683.0,14.2,1,0.0,Not Graduate,Yes,Semiurban,Single,0.149,1
40,36709.0,152106.0,84,589.0,10.0,1,2.0,Graduate,Yes,Semiurban,Married,0.592,0
42,70347.0,208676.0,120,540.0,3.5,1,2.0,Graduate,Yes,Urban,Married,0.297,0
31,54450.0,43714.0,240,693.0,0.8,2,1.0,Graduate,No,Urban,Married,0.04,1
47,101325.0,149092.0,36,784.0,1.2,1,4.0,Not Graduate,No,Semiurban,Married,0.49,1
23,36644.0,24750.0,360,707.0,5.2,5,4.0,Not Graduate,,Semiurban,Single,0.023,1
37,80771.0,232073.0,12,812.0,2.7,1,0.0,Graduate,No,Urban,Married,2.873,0
48,62708.0,169388.0,60,777.0,0.8,2,0.0,Graduate,Yes,Rural,Married,0.54,1
49,61553.0,42309.0,360,606.0,3.3,0,3.0,Not Graduate,No,Semiurban,Married,0.023,0
41,56188.0,41782.0,240,707.0,0.1,1,0.0,Graduate,No,Urban,Married,0.037,1
36,84627.0,180995.0,360,642.0,6.6,1,0.0,Graduate,No,Urban,Married,0.071,0
57,60805.0,259984.0,12,746.0,0.4,0,2.0,Graduate,Yes,Semiurban,Single,3.0,0
40,21463.0,62257.0,360,642.0,5.0,5,1.0,Graduate,,Semiurban,Married,0.097,0
26,81829.0,212928.0,36,579.0,7.9,2,1.0,Graduate,No,Semiurban,Married,0.867,0
39,77796.0,106621.0,360,774.0,0.7,2,0.0,Not Graduate,Yes,Urban,Married,0.046,1
25,67917.0,215856.0,12,679.0,3.7,0,2.0,Not Graduate,No,Semiurban,Single,3.0,0
23,30174.0,204655.0,12,590.0,7.5,1,1.0,Graduate,Yes,Rural,Married,3.0,0
21,33591.0,162424.0,360,605.0,1.5,2,0.0,Graduate,No,Urban,Married,0.161,0
58,15000.0,20000.0,120,590.0,0.9,2,0.0,Graduate,Yes,Urban,Married,0.133,0
35,65127.0,204495.0,60,560.0,2.1,0,1.0,Graduate,No,Rural,Married,0.628,0
54,25310.0,190162.0,180,607.0,4.0,3,3.0,Graduate,No,Urban,Married,0.501,0
55,17187.0,182834.0,84,684.0,4.3,0,3.0,Graduate,No,Urban,Married,1.52,0
45,83050.0,165654.0,180,656.0,0.7,0,0.0,Graduate,No,Urban,Single,0.133,1
44,71900.0,79697.0,240,611.0,3.1,0,2.0,Graduate,No,Urban,Married,0.055,1
32,47670.0,236637.0,240,785.0,1.6,1,2.0,Graduate,No,Semiurban,Married,0.248,1
38,52051.0,221851.0,12,469.0,9.2,0,3.0,Graduate,No,Urban,Single,3.0,0
35,15000.0,63966.0,240,678.0,1.9,1,1.0,Graduate,Yes,Rural,Married,0.213,0
